rho,rho_idx,sampling_mode,nps_intercept,topic_aware,discipline,n_agents,sla_hours,replication,avg_queue_length,avg_waiting_time_days,avg_capacity_utilisation,percent_cases_closed,avg_individual_nps,organisation_nps,total_cases_arrived,total_cases_closed,avg_case_resolution_time_days,percent_cases_closed_last_335,predicted_nps_variance
0.0,0,hard,10.22,False,NPS,6,None,11,10.947945205479453,10.301626745809166,0.8899543378995435,0.9865433137089992,7.995737425404944,24.808184143222505,1189,1173,4.722619159128619,0.9858407079646018,0.001753097596869198
0.0,0,hard,10.22,False,NPS,6,None,15,8.273972602739725,5.274301461649387,0.8762557077625572,0.9916743755781684,7.9085820895522385,20.708955223880597,1081,1072,4.5500381108745795,0.9910802775024777,0.001996468515493078
0.0,0,hard,10.22,False,LRTF,6,None,92,98.71506849315068,67.50375353030465,0.9917808219178083,0.8301707779886148,7.833142857142857,19.657142857142855,1054,875,14.194542835529607,0.8214285714285714,0.0018806793959469418
0.0,0,hard,10.22,False,NPS,6,None,12,14.057534246575342,10.817485353595217,0.9251141552511416,0.9931682322801024,7.883061049011178,20.464316423043847,1171,1163,6.130861945557215,0.9926739926739927,0.0019574633283644376
0.0,0,hard,10.22,False,NPS,6,None,18,2.5561643835616437,0.8003956670498582,0.789497716894977,0.9939550949913645,7.876629018245004,19.982623805386616,1158,1151,2.2870561877437128,0.993439550140581,0.0017916258136900563
0.0,0,hard,10.22,False,NPS,6,None,16,23.03835616438356,22.01248147112533,0.9484018264840183,0.9861623616236163,7.847521047708138,21.234798877455567,1084,1069,9.751321297211538,0.9849397590361446,0.0019766375078759967
0.0,0,hard,10.22,False,NPS,6,None,22,3.9534246575342467,1.9938984488042177,0.8388127853881279,0.9946188340807175,7.837691614066727,18.394950405770967,1115,1109,2.9475600797964328,0.9942363112391931,0.0018910671605664449
0.0,0,hard,10.22,False,NPS,6,None,6,41.345205479452055,62.500941200057994,0.9949771689497717,0.9298401420959147,7.973256924546323,25.787965616045845,1126,1047,9.356348884376148,0.9248780487804878,0.0016732365508987128
0.0,0,hard,10.22,False,NPS,6,None,25,2.4794520547945207,1.585021746523406,0.7511415525114155,0.9936823104693141,7.8047229791099,17.801998183469575,1108,1101,2.29508141576224,0.9931707317073171,0.0017970678847764488
0.0,0,hard,10.22,False,LRTF,6,None,97,140.1917808219178,79.51388795934321,0.9945205479452055,0.7754569190600522,7.767676767676767,15.600448933782268,1149,891,12.205331198679511,0.766953199617956,0.0019792026453728925
0.0,0,hard,10.22,False,NPS,6,None,21,8.58904109589041,6.155872651826429,0.9237442922374428,0.9813664596273292,7.756781193490054,16.90777576853526,1127,1106,4.534130754435028,0.9802631578947368,0.001960047403407576
0.0,0,hard,10.22,False,LRTF,6,None,71,218.6931506849315,73.24451834441116,0.9945205479452055,0.5785776997366111,7.755690440060698,16.084977238239755,1139,659,13.458719617648034,0.5615023474178403,0.0020725925625523604
0.0,0,hard,10.22,False,NPS,6,None,2,66.91232876712328,50.93299610661108,0.9570776255707762,0.8835672997522709,7.880373831775701,21.495327102803735,1211,1070,8.330016026414947,0.8772845953002611,0.0019559341517427836
