rho,rho_idx,sampling_mode,nps_intercept,discipline,n_agents,sla_hours,replication,target_f,amplitude,period_days,phase,avg_queue_length,peak_queue_length,avg_waiting_time_days,avg_capacity_utilisation,percent_cases_closed,avg_individual_nps,organisation_nps,organisation_nps_first_half,organisation_nps_second_half,percent_detractors,percent_passives,percent_promoters,total_cases_arrived,total_cases_closed,arrivals_after_burnin,avg_case_resolution_time_days,percent_cases_closed_last_335,top_class_size,bulk_class_size
0.5,2,hard,10.22,LRTF,6,None,4,,0.0,14.0,0.0,37.16438356164384,106,32.568287209827325,0.9726027397260274,0.9630872483221476,7.776132404181185,17.073170731707314,17.64705882352941,16.88034188034188,0.2961672473867596,0.23693379790940766,0.46689895470383275,1192,1148,1107,11.62598037515697,0.960252935862692,0,0
0.5,2,hard,10.22,NPS_BINNED,6,None,3,0.2,0.0,14.0,0.0,12.164383561643836,43,13.388073256010117,0.9547945205479452,0.9701873935264055,7.907813871817384,21.334503950834065,22.735042735042736,18.220338983050848,0.26865671641791045,0.24934152765583845,0.4820017559262511,1174,1139,1092,5.09585673758781,0.967948717948718,235,118
0.5,2,hard,10.22,FCFS,6,None,5,,0.0,14.0,0.0,73.21917808219177,136,11.40479045103151,0.9757990867579909,0.8909836065573771,7.880404783808648,21.803127874885003,18.633540372670804,25.000000000000007,0.2769089236430543,0.2281508739650414,0.49494020239190434,1220,1087,1153,24.528050814899544,0.8846487424111015,0,0
0.5,2,hard,10.22,FCFS,6,None,7,,0.0,14.0,0.0,12.876712328767123,58,1.9462017167367303,0.9378995433789955,0.9839527027027027,7.799141630901287,17.768240343347642,15.460526315789474,18.367346938775515,0.2892703862660944,0.24377682403433476,0.4669527896995708,1184,1165,1117,5.7271360173147485,0.9829901521933752,0,0
0.5,2,hard,10.22,FCFS,6,None,6,,0.0,14.0,0.0,41.89041095890411,107,6.968686633332793,0.9780821917808219,0.9611992945326279,7.7623853211009175,16.788990825688078,16.357504215851606,14.49275362318841,0.2926605504587156,0.2467889908256881,0.46055045871559636,1134,1090,1051,15.679301543889403,0.9581351094196003,0,0
0.5,2,hard,10.22,NPS,6,None,3,,0.0,14.0,0.0,25.813698630136987,97,19.120661401291507,0.967579908675799,0.9514480408858603,7.770814682184422,14.95076096687556,11.965811965811962,19.555555555555554,0.2963294538943599,0.25783348254252464,0.4458370635631155,1174,1117,1092,9.39673093540102,0.9478021978021978,0,0
0.5,2,hard,10.22,SRTF,6,None,6,,0.0,14.0,0.0,33.57534246575342,86,47.077424519874896,0.9748858447488585,0.9682539682539683,7.777777777777778,17.577413479052822,14.502529510961216,19.668246445497633,0.30145719489981787,0.22131147540983606,0.4772313296903461,1134,1098,1051,12.726979556831308,0.9657469077069457,0,0
0.5,2,hard,10.22,NPS_BINNED,6,None,4,0.2,0.0,14.0,0.0,21.24109589041096,71,20.475400131748263,0.9662100456621006,0.9781879194630873,7.826758147512865,19.554030874785592,24.08026755852843,15.734989648033126,0.2855917667238422,0.2332761578044597,0.4811320754716981,1192,1166,1107,7.9787853056604785,0.976513098464318,238,119
0.5,2,hard,10.22,SRTF,6,None,7,,0.0,14.0,0.0,13.775342465753425,49,16.70556697395627,0.9452054794520548,0.9839527027027027,7.827467811158798,18.4549356223176,14.802631578947366,22.244897959183675,0.2909871244635193,0.2334763948497854,0.4755364806866953,1184,1165,1117,5.983752196880551,0.9829901521933752,0,0
0.5,2,hard,10.22,LRTF,6,None,6,,0.0,14.0,0.0,47.45479452054794,126,47.79512596117309,0.9684931506849315,0.9488536155202821,7.783457249070632,17.472118959107807,22.091062394603707,12.75,0.30390334572490707,0.2174721189591078,0.47862453531598514,1134,1076,1051,17.17893077069272,0.9448144624167459,0,0
0.5,2,hard,10.22,NPS_BINNED,6,None,6,0.2,0.0,14.0,0.0,21.956164383561642,67,25.4788804129054,0.9671232876712329,0.9620811287477954,7.761686526122823,13.748854262144821,13.153456998313656,12.289156626506026,0.31439046746104493,0.23373052245646195,0.45187901008249315,1134,1091,1051,8.772891637211703,0.9590865842055185,226,113
0.5,2,hard,10.22,NPS,6,None,4,,0.0,14.0,0.0,37.16438356164384,106,32.568287209827325,0.9726027397260274,0.9630872483221476,7.776132404181185,17.073170731707314,17.64705882352941,16.88034188034188,0.2961672473867596,0.23693379790940766,0.46689895470383275,1192,1148,1107,11.62598037515697,0.960252935862692,0,0
0.5,2,hard,10.22,SRTF,6,None,5,,0.0,14.0,0.0,69.31780821917808,127,68.52878093659787,0.976255707762557,0.9098360655737705,8.0,25.585585585585584,30.217028380634392,20.0,0.26756756756756755,0.209009009009009,0.5234234234234234,1220,1110,1153,11.875106473444218,0.9054640069384216,0,0
0.5,2,hard,10.22,NPS_BINNED,6,None,7,0.2,0.0,14.0,0.0,16.410958904109588,56,23.757848576653483,0.9497716894977168,0.9839527027027027,7.791416309012876,16.738197424892704,14.967105263157892,17.75510204081633,0.2935622317596567,0.24549356223175967,0.4609442060085837,1184,1165,1117,6.808470379660775,0.9829901521933752,237,119
0.5,2,hard,10.22,LRTF,6,None,7,,0.0,14.0,0.0,22.046575342465754,72,22.28309247291335,0.9429223744292237,0.9780405405405406,7.810880829015544,18.393782383419694,19.07894736842105,18.633540372670808,0.28065630397236613,0.2547495682210708,0.46459412780656306,1184,1158,1117,8.567923160806663,0.9767233661593554,0,0
0.5,2,hard,10.22,SRTF,6,None,8,,0.0,14.0,0.0,12.64931506849315,57,12.557087646369528,0.9488584474885844,0.9884853852967228,7.848566308243727,18.72759856630824,15.83476764199656,23.29059829059829,0.28763440860215056,0.23745519713261648,0.47491039426523296,1129,1116,1062,5.941426941089218,0.987758945386064,0,0
0.5,2,hard,10.22,LRTF,6,None,5,,0.0,14.0,0.0,89.24931506849315,163,68.75259886214982,0.9739726027397261,0.8762295081967213,7.902712815715622,21.047708138447145,19.649122807017545,24.305555555555554,0.2731524789522919,0.2432179607109448,0.48362956033676335,1220,1069,1153,12.356789367303787,0.8690372940156115,0,0
0.5,2,hard,10.22,FCFS,6,None,8,,0.0,14.0,0.0,18.284931506849315,72,2.953001368543369,0.9552511415525115,0.9875996457041629,7.789237668161435,17.757847533632287,15.146299483648878,21.627408993576015,0.2860986547085202,0.2502242152466368,0.46367713004484307,1129,1115,1062,7.803702119638082,0.9868173258003766,0,0
0.5,2,hard,10.22,LRTF,6,None,8,,0.0,14.0,0.0,21.778082191780822,84,19.47203720483123,0.9502283105022832,0.9858281665190434,7.844564240790656,19.85624438454627,18.072289156626503,21.0752688172043,0.2785265049415993,0.24438454627133874,0.477088948787062,1129,1113,1062,8.869146361165997,0.9849340866290018,0,0
